Date,Checkpoint,Direction,HK_Residents,Mainland_Visitors,Other_Visitors,Total_Passengers,Private_Cars,Tour_Buses,Cross_Border_Shuttle_Buses,Trucks_Containers
2021-12,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14089
2021-12,Shenzhen Bay,Inbound,26402,5170,395,31967,278,89,0,114639
2021-12,Shenzhen Bay,Outbound,24473,4020,104,28597,305,53,0,129763
2021-12,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-12,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-12,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-12,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-12,Hong Kong-Zhuhai-Macau Bridge,Inbound,3814,337,519,4670,67,2,577,7035
2021-12,Hong Kong-Zhuhai-Macau Bridge,Outbound,5207,632,202,6041,19,2,576,7061
2021-12,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-12,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-12,Luohu,Inbound,5090,0,0,5090,0,0,0,0
2021-12,Luohu,Outbound,5089,0,0,5089,0,0,0,0
2021-12,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,86173
2021-12,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,63105
2021-12,Lok Ma Chau Loop,Inbound,6978,0,0,6978,0,0,0,0
2021-12,Lok Ma Chau Loop,Outbound,6977,0,0,6977,0,0,0,0
2021-12,Heung Yuen Wai,Inbound,5235,0,0,5235,0,0,0,24077
2021-12,Heung Yuen Wai,Outbound,5235,0,0,5235,0,0,0,25016
2021-12,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-12,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-01,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-01,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-01,Kai Tak Cruise Terminal,Inbound,8233,0,0,8233,0,0,0,0
2022-01,Kai Tak Cruise Terminal,Outbound,3610,0,0,3610,0,0,0,0
2022-01,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-01,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-01,Man Kam To,Inbound,0,0,0,0,0,0,0,38320
2022-01,Man Kam To,Outbound,0,0,0,0,0,0,0,39649
2022-01,Airport,Inbound,14982,441,452,15875,0,0,0,0
2022-01,Airport,Outbound,33826,881,1434,36141,0,0,0,0
2022-01,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,7819
2022-01,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,13438
2022-01,Shenzhen Bay,Inbound,30329,4846,304,35479,168,51,0,110617
2022-01,Shenzhen Bay,Outbound,29132,4334,112,33578,199,17,0,126212
2022-01,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-01,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-01,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-01,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-01,Hong Kong-Zhuhai-Macau Bridge,Inbound,3030,218,306,3554,50,0,438,6828
2022-01,Hong Kong-Zhuhai-Macau Bridge,Outbound,4611,239,214,5064,26,0,429,6943
2022-01,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-01,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-01,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-01,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-01,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,79132
2022-01,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,53400
2022-01,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-01,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-01,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,19731
2022-01,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,22176
2022-01,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-01,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-02,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-02,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-02,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-02,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-02,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-02,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-02,Man Kam To,Inbound,0,0,0,0,0,0,0,12319
2022-02,Man Kam To,Outbound,0,0,0,0,0,0,0,10733
2022-02,Airport,Inbound,9872,107,340,10319,0,0,0,0
2022-02,Airport,Outbound,52946,2101,932,55979,0,0,0,0
2022-02,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,2636
2022-02,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,4774
2022-02,Shenzhen Bay,Inbound,9539,1231,70,10840,85,43,0,61655
2022-02,Shenzhen Bay,Outbound,26525,4332,68,30925,84,34,0,66494
2022-02,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-02,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-02,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-02,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-02,Hong Kong-Zhuhai-Macau Bridge,Inbound,1238,87,197,1522,26,0,536,4172
2022-02,Hong Kong-Zhuhai-Macau Bridge,Outbound,6473,569,89,7131,28,0,551,3962
2022-02,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-02,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-02,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-02,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-02,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,31756
2022-02,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,26011
2022-02,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-02,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-02,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,8307
2022-02,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,9341
2022-02,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-02,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-03,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-03,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-03,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-03,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-03,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-03,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-03,Man Kam To,Inbound,0,0,0,0,0,0,0,13389
2022-03,Man Kam To,Outbound,0,0,0,0,0,0,0,12887
2022-03,Airport,Inbound,8570,81,272,8923,0,0,0,0
2022-03,Airport,Outbound,64514,1494,1059,67067,0,0,0,0
2022-03,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,910
2022-03,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,2083
2022-03,Shenzhen Bay,Inbound,5444,684,41,6169,45,13,0,27677
2022-03,Shenzhen Bay,Outbound,11370,1776,20,13166,61,40,0,28473
2022-03,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-03,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-03,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-03,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-03,Hong Kong-Zhuhai-Macau Bridge,Inbound,1071,112,100,1283,11,0,335,4126
2022-03,Hong Kong-Zhuhai-Macau Bridge,Outbound,5836,641,53,6530,4,0,336,4334
2022-03,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-03,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-03,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-03,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-03,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,16654
2022-03,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,14111
2022-03,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-03,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-03,Heung Yuen Wai,Inbound,301,0,0,301,0,0,0,5247
2022-03,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,6010
2022-03,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-03,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-04,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-04,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-04,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-04,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-04,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-04,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-04,Man Kam To,Inbound,0,0,0,0,0,0,0,20133
2022-04,Man Kam To,Outbound,0,0,0,0,0,0,0,20147
2022-04,Airport,Inbound,41891,276,463,42630,0,0,0,0
2022-04,Airport,Outbound,51847,823,903,53573,0,0,0,0
2022-04,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,4
2022-04,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,1
2022-04,Shenzhen Bay,Inbound,22163,2163,105,24431,81,22,0,27975
2022-04,Shenzhen Bay,Outbound,9889,1957,33,11879,73,114,0,28083
2022-04,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-04,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-04,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-04,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-04,Hong Kong-Zhuhai-Macau Bridge,Inbound,2447,199,175,2821,37,0,282,4758
2022-04,Hong Kong-Zhuhai-Macau Bridge,Outbound,4620,554,37,5211,6,0,282,4759
2022-04,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-04,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-04,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-04,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-04,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,14376
2022-04,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,14035
2022-04,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-04,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-04,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,8
2022-04,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,13
2022-04,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-04,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-05,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-05,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-05,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-05,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-05,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-05,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-05,Man Kam To,Inbound,0,0,0,0,0,0,0,25552
2022-05,Man Kam To,Outbound,0,0,0,0,0,0,0,25436
2022-05,Airport,Inbound,58263,8831,3257,70351,0,0,0,0
2022-05,Airport,Outbound,60485,2876,1610,64971,0,0,0,0
2022-05,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,1
2022-05,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,1
2022-05,Shenzhen Bay,Inbound,34756,4783,261,39800,131,34,0,40922
2022-05,Shenzhen Bay,Outbound,16312,4604,166,21082,126,22,0,41079
2022-05,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-05,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-05,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-05,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-05,Hong Kong-Zhuhai-Macau Bridge,Inbound,3103,296,375,3774,61,0,306,6069
2022-05,Hong Kong-Zhuhai-Macau Bridge,Outbound,4031,672,91,4794,7,0,297,6056
2022-05,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-05,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-05,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-05,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-05,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,14860
2022-05,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,14748
2022-05,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-05,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-05,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,4586
2022-05,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,4606
2022-05,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-05,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-06,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-06,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-06,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-06,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-06,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-06,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-06,Man Kam To,Inbound,0,0,0,0,0,0,0,27851
2022-06,Man Kam To,Outbound,0,0,0,0,0,0,0,27732
2022-06,Airport,Inbound,68023,30222,4435,102680,0,0,0,0
2022-06,Airport,Outbound,93602,10217,3400,107219,0,0,0,0
2022-06,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-06,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-06,Shenzhen Bay,Inbound,25803,4600,257,30660,169,63,0,52935
2022-06,Shenzhen Bay,Outbound,14108,14280,425,28813,153,44,0,53035
2022-06,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-06,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-06,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-06,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-06,Hong Kong-Zhuhai-Macau Bridge,Inbound,2724,250,680,3654,80,0,336,5983
2022-06,Hong Kong-Zhuhai-Macau Bridge,Outbound,4151,3054,220,7425,16,0,339,5986
2022-06,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-06,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-06,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-06,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-06,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,17310
2022-06,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,17122
2022-06,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-06,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-06,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,10572
2022-06,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,10617
2022-06,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-06,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-07,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-07,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-07,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-07,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-07,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-07,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-07,Man Kam To,Inbound,0,0,0,0,0,0,0,30326
2022-07,Man Kam To,Outbound,0,0,0,0,0,0,0,30220
2022-07,Airport,Inbound,85619,33608,5251,124478,0,0,0,0
2022-07,Airport,Outbound,102411,20371,5606,128388,0,0,0,0
2022-07,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-07,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-07,Shenzhen Bay,Inbound,34874,5864,935,41673,114,75,0,47017
2022-07,Shenzhen Bay,Outbound,40695,17693,475,58863,186,52,0,46860
2022-07,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-07,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-07,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-07,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-07,Hong Kong-Zhuhai-Macau Bridge,Inbound,3867,406,1419,5692,83,0,321,7952
2022-07,Hong Kong-Zhuhai-Macau Bridge,Outbound,4100,2641,248,6989,18,0,317,7949
2022-07,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-07,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-07,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-07,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-07,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,18696
2022-07,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,18204
2022-07,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-07,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-07,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,14238
2022-07,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,14199
2022-07,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-07,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-08,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-08,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-08,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-08,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-08,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-08,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-08,Man Kam To,Inbound,0,0,0,0,0,0,0,22382
2022-08,Man Kam To,Outbound,0,0,0,0,0,0,0,22325
2022-08,Airport,Inbound,125943,38217,9011,173171,0,0,0,0
2022-08,Airport,Outbound,107377,27306,7800,142483,0,0,0,0
2022-08,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-08,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-08,Shenzhen Bay,Inbound,73929,8968,776,83673,119,67,0,32114
2022-08,Shenzhen Bay,Outbound,50581,15818,909,67308,148,83,0,32649
2022-08,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-08,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-08,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-08,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-08,Hong Kong-Zhuhai-Macau Bridge,Inbound,8003,774,1134,9911,118,0,465,12050
2022-08,Hong Kong-Zhuhai-Macau Bridge,Outbound,7751,4370,515,12636,43,0,462,12059
2022-08,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-08,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-08,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-08,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-08,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,18460
2022-08,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,18693
2022-08,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-08,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-08,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,18319
2022-08,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,18390
2022-08,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-08,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-09,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-09,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-09,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-09,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-09,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-09,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-09,Man Kam To,Inbound,0,0,0,0,0,0,0,23139
2022-09,Man Kam To,Outbound,0,0,0,0,0,0,0,23098
2022-09,Airport,Inbound,102753,41005,12446,156204,0,0,0,0
2022-09,Airport,Outbound,123701,36342,11106,171149,0,0,0,0
2022-09,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-09,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-09,Shenzhen Bay,Inbound,49616,8466,752,58834,107,41,0,37434
2022-09,Shenzhen Bay,Outbound,33315,12031,981,46327,145,25,0,37523
2022-09,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-09,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-09,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-09,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-09,Hong Kong-Zhuhai-Macau Bridge,Inbound,6713,1520,1210,9443,76,0,444,12985
2022-09,Hong Kong-Zhuhai-Macau Bridge,Outbound,5829,5324,637,11790,25,0,442,13098
2022-09,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-09,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-09,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-09,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-09,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,16521
2022-09,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,16263
2022-09,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-09,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-09,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,17479
2022-09,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,17620
2022-09,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-09,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-10,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-10,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-10,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-10,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-10,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-10,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-10,Man Kam To,Inbound,0,0,0,0,0,0,0,23994
2022-10,Man Kam To,Outbound,0,0,0,0,0,0,0,23872
2022-10,Airport,Inbound,192293,38339,29994,260626,0,0,0,0
2022-10,Airport,Outbound,212652,32565,25221,270438,0,0,0,0
2022-10,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-10,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-10,Shenzhen Bay,Inbound,41948,8019,765,50732,102,36,0,39957
2022-10,Shenzhen Bay,Outbound,27899,8420,845,37164,130,26,0,40159
2022-10,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-10,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-10,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-10,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-10,Hong Kong-Zhuhai-Macau Bridge,Inbound,5407,869,1301,7577,119,0,443,12418
2022-10,Hong Kong-Zhuhai-Macau Bridge,Outbound,6448,4704,760,11912,38,0,457,12313
2022-10,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-10,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-10,Luohu,Inbound,0,0,0,0,0,0,0,0
2022-10,Luohu,Outbound,0,0,0,0,0,0,0,0
2022-10,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,15612
2022-10,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,15335
2022-10,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2022-10,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2022-10,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,16615
2022-10,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,16526
2022-10,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2022-10,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2022-11,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-11,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-11,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2022-11,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2022-11,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-11,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-11,Man Kam To,Inbound,0,0,0,0,0,0,0,25019
2022-11,Man Kam To,Outbound,0,0,0,0,0,0,0,24976
2022-11,Airport,Inbound,305157,48415,51545,405117,0,0,0,0
2022-11,Airport,Outbound,308506,42562,47375,398443,0,0,0,0
2022-11,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,0
2022-11,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,0
2022-11,Shenzhen Bay,Inbound,38797,8057,1220,48074,92,35,0,38903
2022-11,Shenzhen Bay,Outbound,26476,7370,785,34631,125,17,0,39036
2022-11,Port Control,Inbound,0,0,0,0,0,0,0,0
2022-11,Port Control,Outbound,0,0,0,0,0,0,0,0
2022-11,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2022-11,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2022-11,Hong Kong-Zhuhai-Macau Bridge,Inbound,5092,1177,1460,7729,128,0,413,15161
2022-11,Hong Kong-Zhuhai-Macau Bridge,Outbound,5896,3659,954,10509,30,0,395,15159
2022-11,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2022-11,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2022-11,Luohu,Inbound,0,0,0,0,0,0,0,0
