"关卡","年月","行驶方向","车辆种类","车流量"
"LMC","202203","IB","36",16654
"LMC","202203","IB","1",0
"LMC","202203","OB","1",0
"LMC","202203","IB","23",0
"LMC","202203","OB","23",0
"LMC","202203","IB","25",0
"LMC","202203","OB","25",0
"LMC","202204","IB","1",0
"LMC","202204","IB","36",14376
"LMC","202204","OB","25",0
"LMC","202204","IB","25",0
"LMC","202204","OB","23",0
"LMC","202204","IB","23",0
"LMC","202204","OB","1",0
"LMC","202204","OB","36",14035
"LMC","202205","IB","36",14860
"LMC","202205","OB","25",0
"LMC","202205","IB","25",0
"LMC","202205","OB","23",0
"LMC","202205","IB","23",0
"LMC","202205","OB","1",0
"LMC","202205","IB","1",0
"LMC","202205","OB","36",14748
"LMC","202206","OB","36",17122
"LMC","202206","IB","36",17310
"LMC","202206","OB","25",0
"LMC","202206","IB","25",0
"LMC","202206","OB","23",0
"LMC","202206","IB","23",0
"LMC","202206","OB","1",0
"LMC","202206","IB","1",0
"LMC","202207","IB","36",18696
"LMC","202207","OB","36",18204
"LMC","202207","OB","25",0
"LMC","202207","IB","25",0
"LMC","202207","OB","23",0
"LMC","202207","IB","23",0
"LMC","202207","OB","1",0
"LMC","202207","IB","1",0
"LMC","202208","IB","1",0
"LMC","202208","OB","1",0
"LMC","202208","IB","23",0
"LMC","202208","OB","23",0
"LMC","202208","IB","25",0
"LMC","202208","OB","25",0
"LMC","202208","IB","36",18460
"LMC","202208","OB","36",18693
"LMC","202209","IB","1",0
"LMC","202209","OB","1",0
"LMC","202209","IB","23",0
"LMC","202209","OB","23",0
"LMC","202209","IB","25",0
"LMC","202209","OB","25",0
"LMC","202209","IB","36",16521
"LMC","202209","OB","36",16263
"LMC","202210","IB","23",0
"LMC","202210","OB","1",0
"LMC","202210","IB","1",0
"LMC","202210","OB","23",0
"LMC","202210","IB","25",0
"LMC","202210","OB","25",0
"LMC","202210","IB","36",15612
"LMC","202210","OB","36",15335
"LMC","202211","IB","23",0
"LMC","202211","OB","1",0
"LMC","202211","IB","1",0
"LMC","202211","OB","23",0
"LMC","202211","OB","36",17087
"LMC","202211","IB","36",17185
"LMC","202211","OB","25",0
"LMC","202211","IB","25",0
"LMC","202212","IB","1",0
"LMC","202212","OB","1",0
"LMC","202212","IB","23",0
"LMC","202212","IB","36",23856
"LMC","202212","OB","25",0
"LMC","202212","IB","25",0
"LMC","202212","OB","23",0
"LMC","202212","OB","36",22575
"LMC","202301","IB","36",24280
"LMC","202301","OB","25",0
"LMC","202301","IB","25",0
"LMC","202301","OB","23",0
"LMC","202301","IB","23",0
"LMC","202301","OB","1",0
"LMC","202301","IB","1",0
"LMC","202301","OB","36",23675
"LMC","202302","OB","36",34549
"LMC","202302","IB","36",34950
"LMC","202302","OB","25",611
"LMC","202302","IB","25",617
"LMC","202302","OB","23",5099
"LMC","202302","IB","23",4969
"LMC","202302","IB","1",24392
"LMC","202302","OB","1",23702
"LMC","202303","IB","36",46285
"LMC","202303","OB","25",573
"LMC","202303","IB","25",583
"LMC","202303","OB","23",8041
"LMC","202303","IB","23",7865
"LMC","202303","OB","1",51842
"LMC","202303","IB","1",52555
"LMC","202303","OB","36",48511
"LMC","202304","OB","36",44187
"LMC","202304","IB","36",40439
"LMC","202304","OB","25",2026
"LMC","202304","IB","25",2029
"LMC","202304","OB","23",8823
"LMC","202304","IB","23",8739
"LMC","202304","IB","1",62635
"LMC","202304","OB","1",61496
"LMC","202305","OB","1",69255
"LMC","202305","IB","23",9719
"LMC","202305","OB","23",9630
"LMC","202305","IB","25",3884
"LMC","202305","OB","25",3883
"LMC","202305","IB","36",43076
"LMC","202305","OB","36",48600
"LMC","202305","IB","1",69980
"LMC","202306","IB","1",74634
"LMC","202306","OB","1",73336
"LMC","202306","IB","23",9914
"LMC","202306","OB","23",9993
"LMC","202306","IB","25",4319
"LMC","202306","OB","25",4341
"LMC","202306","IB","36",44107
"LMC","202306","OB","36",50535
"LMC","202307","IB","36",45274
"LMC","202307","OB","36",55786
"LMC","202307","OB","25",4625
"LMC","202307","IB","25",4620
"LMC","202307","OB","23",10720
"LMC","202307","IB","23",10485
"LMC","202307","OB","1",80451
"LMC","202307","IB","1",81663
"LMC","202308","IB","36",48499
"LMC","202308","OB","25",4148
"LMC","202308","IB","25",4183
"LMC","202308","OB","23",11139
"LMC","202308","IB","23",10951
"LMC","202308","OB","1",89058
"LMC","202308","IB","1",90536
"LMC","202308","OB","36",56262
"LMC","202309","OB","36",61525
"LMC","202309","IB","36",57668
"LMC","202309","OB","25",3841
"LMC","202309","IB","25",3825
"LMC","202309","OB","23",10277
"LMC","202309","IB","23",10333
"LMC","202309","OB","1",84260
"LMC","202309","IB","1",86056
"LMC","202310","OB","36",56136
"LMC","202310","IB","36",50279
"LMC","202310","OB","25",4203
"LMC","202310","IB","25",4185
"LMC","202310","OB","23",11886
"LMC","202310","IB","23",11986
"LMC","202310","IB","1",93652
"LMC","202310","OB","1",92108
"LMC","202311","OB","36",57884
"LMC","202311","IB","1",92505
"LMC","202311","OB","1",91073
"LMC","202311","IB","23",11410
"LMC","202311","OB","23",11457
"LMC","202311","IB","25",4065
"LMC","202311","OB","25",4157
"LMC","202311","IB","36",48594
"LMC","202312","OB","36",55622
"LMC","202312","IB","1",98008
"LMC","202312","OB","1",96314
"LMC","202312","IB","23",12293
"LMC","202312","OB","23",12283
"LMC","202312","IB","25",4311
"LMC","202312","OB","25",4457
"LMC","202312","IB","36",46750
"LMC","202401","IB","1",101272
"LMC","202401","OB","1",101437
"LMC","202401","IB","23",12134
"LMC","202401","OB","23",12180
"LMC","202401","IB","25",4213
"LMC","202401","OB","25",4245
"LMC","202401","IB","36",50932
"LMC","202401","OB","36",59091
"LMC","202402","IB","36",29383
"LMC","202402","OB","25",4452
"LMC","202402","IB","25",4409
"LMC","202402","OB","23",11373
"LMC","202402","IB","23",11389
"LMC","202402","OB","1",83476
"LMC","202402","IB","1",84499
"LMC","202402","OB","36",35546
"LMC","202403","IB","36",49893
"LMC","202403","OB","25",4409
"LMC","202403","IB","25",4304
"LMC","202403","OB","23",12608
"LMC","202403","IB","23",12729
"LMC","202403","OB","1",98629
"LMC","202403","IB","1",99917
"LMC","202403","OB","36",58451
"LMC","202404","IB","1",100270
"LMC","202404","OB","1",98577
"LMC","202404","IB","23",12539
"LMC","202404","OB","23",12469
"LMC","202404","IB","25",4180
"LMC","202404","OB","25",4202
"LMC","202404","IB","36",50995
"LMC","202404","OB","36",58750
"LMC","202405","IB","36",49760
"LMC","202405","OB","36",59216
"LMC","202405","IB","1",102004
"LMC","202405","OB","1",100670
"LMC","202405","IB","23",12935
"LMC","202405","OB","23",13129
"LMC","202405","IB","25",4044
"LMC","202405","OB","25",4204
"LMC","202406","OB","36",58011
"LMC","202406","IB","36",48900
"LMC","202406","OB","25",4164
"LMC","202406","IB","25",4196
"LMC","202406","OB","23",12885
"LMC","202406","IB","23",12815
"LMC","202406","IB","1",101400
"LMC","202406","OB","1",99826
"LMC","202407","OB","36",62657
"LMC","202407","IB","36",53069
"LMC","202407","OB","25",4176
"LMC","202407","IB","25",4189
"LMC","202407","OB","1",107493
"LMC","202407","IB","23",13027
"LMC","202407","OB","23",13165
"LMC","202407","IB","1",108212
"LMC","202408","IB","1",112415
"LMC","202408","IB","36",53492
"LMC","202408","IB","23",13036
"LMC","202408","OB","23",13343
"LMC","202408","IB","25",4034
"LMC","202408","OB","25",4121
"LMC","202408","OB","1",110705
"LMC","202408","OB","36",63272
"LMC","202409","OB","25",3885
"LMC","202409","IB","25",3968
"LMC","202409","OB","23",12528
"LMC","202409","IB","23",12536
"LMC","202409","OB","1",106616
"LMC","202409","IB","1",107967
"LMC","202409","IB","36",52772
"LMC","202409","OB","36",62102
"LMC","202410","OB","36",59215
"LMC","202410","IB","36",49362
"LMC","202410","OB","25",3970
"LMC","202410","IB","25",3969
"LMC","202410","IB","1",114804
"LMC","202410","IB","23",13439
"LMC","202410","OB","23",13888
"LMC","202410","OB","1",113472
"LMC","202411","OB","36",63639
"LMC","202411","IB","1",111828
"LMC","202411","OB","1",110738
"LMC","202411","IB","23",12106
"LMC","202411","OB","23",12433
"LMC","202411","IB","25",4348
"LMC","202411","OB","25",4241
"LMC","202411","IB","36",53215
"LMC","202412","IB","36",53241
"LMC","202412","IB","1",119432
"LMC","202412","OB","1",118595
"LMC","202412","IB","23",13779
"LMC","202412","OB","23",14210
"LMC","202412","OB","36",63300
"LMC","202412","OB","25",4045
"LMC","202412","IB","25",4057
"LMC","202501","IB","1",118578
"LMC","202501","OB","1",118601
"LMC","202501","IB","23",13635
"LMC","202501","OB","36",57119
"LMC","202501","IB","25",4389
"LMC","202501","OB","25",4500
"LMC","202501","IB","36",48348
"LMC","202501","OB","23",13816
"LMC","202502","IB","1",102785
"LMC","202502","OB","1",101657
"LMC","202502","IB","23",12194
"LMC","202502","OB","23",12621
"LMC","202502","IB","25",3970
"LMC","202502","OB","25",3909
"LMC","202502","IB","36",39644
"LMC","202502","OB","36",46818
"LMC","202503","IB","1",121526
"LMC","202503","OB","1",120513
"LMC","202503","IB","23",13850
"LMC","202503","OB","23",14374
"LMC","202503","IB","25",4244
"LMC","202503","OB","25",4319
"LMC","202503","IB","36",53484
"LMC","202503","OB","36",62618
"LMC","202504","IB","23",15389
"LMC","202504","OB","1",122982
"LMC","202504","IB","1",123165
"LMC","202504","OB","23",15014
"LMC","202504","OB","36",61446
"LMC","202504","IB","36",53659
"LMC","202504","OB","25",4017
"LMC","202504","IB","25",3973
"LMC","202505","IB","1",125372
"LMC","202505","OB","1",124692
"LMC","202505","IB","23",15035
"LMC","202505","IB","36",49718
"LMC","202505","OB","25",3832
"LMC","202505","IB","25",3813
"LMC","202505","OB","23",15208
"LMC","202505","OB","36",57956
"LMC","202506","IB","23",13881
"LMC","202506","OB","1",123656
"LMC","202506","IB","1",124244
"LMC","202506","OB","23",13883
"LMC","202506","OB","36",58858
"LMC","202506","IB","36",50430
"LMC","202506","OB","25",3809
"LMC","202506","IB","25",3752
"LMC","202507","IB","23",14161
"LMC","202507","OB","1",124639
"LMC","202507","IB","1",125619
"LMC","202507","OB","23",14237
"LMC","202507","IB","25",3875
"LMC","202507","OB","25",3898
"LMC","202507","IB","36",54289
"LMC","202507","OB","36",62360
"LMC","202508","IB","23",14809
"LMC","202508","OB","1",130697
"LMC","202508","IB","1",132010
"LMC","202508","OB","23",14803
"LMC","202508","OB","36",57597
"LMC","202508","IB","36",49624
"LMC","202508","OB","25",3744
"LMC","202508","IB","25",3680
"LMC","202509","IB","1",124080
"LMC","202509","OB","1",123360
"LMC","202509","IB","23",13473
"LMC","202509","OB","23",13337
"LMC","202509","IB","25",2978
"LMC","202509","OB","25",3066
"LMC","202509","IB","36",48865
"LMC","202509","OB","36",55467
"LMC","202510","OB","1",133499
"LMC","202510","IB","1",134836
"LMC","202510","OB","36",48670
"LMC","202510","IB","23",15310
"LMC","202510","OB","23",15770
"LMC","202510","IB","25",3219
"LMC","202510","OB","25",3237
"LMC","202510","IB","36",41920
"LMC","202511","OB","1",130557
"LMC","202511","IB","1",133110
"LMC","202511","OB","36",52733
"LMC","202511","IB","23",14331
"LMC","202511","IB","36",46071
"LMC","202511","OB","25",2877
"LMC","202511","IB","25",2829
"LMC","202511","OB","23",14394
"LMC","202512","IB","36",27013
"LMC","202512","OB","1",134496
"LMC","202512","IB","23",15048
"LMC","202512","IB","1",135720
"LMC","202512","OB","25",2708
"LMC","202512","IB","25",2602
"LMC","202512","OB","23",15321
"LMC","202512","OB","36",31284
"LMC","202601","IB","1",136794
"LMC","202601","OB","1",135249
"LMC","202601","IB","23",15084
"LMC","202601","OB","36",3851
"LMC","202601","IB","25",2539
"LMC","202601","OB","25",2567
"LMC","202601","IB","36",3835
"LMC","202601","OB","23",15548
